datetime,epoch_ms,ts_millis,mpu_id,ax,ay,az,gx,gy,gz,source_file
2026-05-20 17:31:42.278,1181841734.0,347278.0,1.0,0.86157,-0.01929,0.70483,14.626,-1.725,-0.275,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:42.278,1181841734.0,347278.0,2.0,0.87378,-0.3147,0.15308,14.466,-28.351,-4.718,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:43.478,1181842934.0,347478.0,1.0,0.95728,0.05518,0.56689,16.298,-20.244,7.176,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:43.478,1181842934.0,347478.0,2.0,0.9978,-0.30225,0.11572,2.321,-20.183,-0.076,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:43.754,1181843210.0,347754.0,1.0,0.9519,0.04346,0.5166,8.008,8.382,-6.847,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:43.754,1181843210.0,347754.0,2.0,0.96826,-0.30176,0.03369,-2.069,-0.382,-0.84,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:46.777,1181846233.0,350776.0,1.0,1.10181,-0.12573,0.24072,-11.863,21.992,-8.473,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:46.777,1181846233.0,350776.0,2.0,1.02124,-0.30884,-0.07837,-5.71,10.802,-8.763,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:46.976,1181846432.0,350976.0,1.0,0.97681,-0.20142,0.27466,-9.962,88.771,-19.824,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:46.976,1181846432.0,350976.0,2.0,0.948,-0.24243,-0.08594,-8.885,80.511,-13.725,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:46.176,1181845632.0,351176.0,1.0,0.57666,-0.01587,0.61108,5.992,134.16,-21.107,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:46.176,1181845632.0,351176.0,2.0,0.84351,-0.28833,0.28711,-54.84,148.725,13.481,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:46.376,1181845832.0,351376.0,1.0,0.13135,0.02783,1.11084,5.901,110.344,-8.099,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:46.376,1181845832.0,351376.0,2.0,0.57153,-0.12891,0.41895,20.076,99.573,9.122,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:47.576,1181847032.0,351576.0,1.0,-0.09668,0.01001,1.26343,16.092,57.26,-2.45,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:47.576,1181847032.0,351576.0,2.0,0.32739,-0.18994,0.91357,22.183,54.618,-3.588,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:47.776,1181847232.0,351776.0,1.0,-0.15234,0.0376,1.18799,-2.176,0.115,-3.588,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:47.776,1181847232.0,351776.0,2.0,0.23267,-0.16968,0.84058,9.038,14.244,-2.252,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:47.976,1181847432.0,351976.0,1.0,-0.09399,0.13818,1.21143,1.656,-16.679,6.794,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:47.976,1181847432.0,351976.0,2.0,0.45752,-0.14893,0.98071,-16.969,-16.168,-4.198,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:47.176,1181846632.0,352176.0,1.0,0.00903,0.07935,1.30615,-5.298,-11.763,0.374,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:47.176,1181846632.0,352176.0,2.0,0.47485,-0.27466,0.86768,-26.374,-45.74,-1.427,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:48.447,1181847903.0,352447.0,1.0,0.11426,0.04395,1.16064,-0.374,-74.008,12.405,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:48.447,1181847903.0,352447.0,2.0,0.59937,-0.18433,0.47119,-18.855,-88.817,8.763,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:48.647,1181848103.0,352647.0,1.0,0.33765,-0.0415,0.85254,9.885,-112.069,11.107,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:48.647,1181848103.0,352647.0,2.0,0.77637,-0.33276,0.39697,-5.725,-90.427,-15.496,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:48.847,1181848303.0,352847.0,1.0,0.73682,0.02124,0.61743,84.405,-88.649,39.664,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:48.847,1181848303.0,352847.0,2.0,0.91138,-0.24756,0.21313,40.74,-50.885,-4.214,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:48.047,1181847503.0,353047.0,1.0,1.04883,0.00269,0.43726,-9.603,-25.802,13.092,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:48.047,1181847503.0,353047.0,2.0,1.03003,-0.38062,0.01758,-7.496,-11.863,-3.679,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:48.285,1181847741.0,353285.0,1.0,1.02734,-0.02441,0.40015,-13.038,5.611,-4.221,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:48.285,1181847741.0,353285.0,2.0,0.99731,-0.33862,0.03613,4.023,16.71,-9.374,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:49.489,1181848945.0,353489.0,1.0,1.00659,-0.0481,0.46411,-8.656,37.855,-12.557,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:49.489,1181848945.0,353489.0,2.0,1.05469,-0.19751,0.1709,3.229,40.695,-12.176,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:49.689,1181849145.0,353689.0,1.0,0.76855,-0.05298,0.65527,-10.649,83.473,-20.847,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:49.689,1181849145.0,353689.0,2.0,0.86523,-0.07568,0.22412,-6.519,105.573,13.595,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:49.889,1181849345.0,353889.0,1.0,0.43774,0.03296,0.82471,-19.824,93.099,-33.0,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:49.889,1181849345.0,353889.0,2.0,0.7251,-0.08252,0.35718,14.74,104.252,-1.908,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:49.089,1181848545.0,354089.0,1.0,0.32275,-0.02026,1.05615,11.015,83.573,-7.359,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:49.089,1181848545.0,354089.0,2.0,0.74341,-0.11084,0.78174,21.565,50.55,1.229,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:49.289,1181848745.0,354289.0,1.0,0.05566,0.00293,1.19995,-1.0,48.046,-3.26,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:49.289,1181848745.0,354289.0,2.0,0.49268,-0.19629,0.92529,6.153,25.664,5.328,imu_2026-05-20(Alifi).csv
2026-05-20 17:31:50.489,1181849945.0,354489.0,1.0,-0.30884,0.18311,1.53613,-13.031,16.351,4.603,imu_2026-05-20(Alifi).csv
